"date","close","volume","open","high","low"
"20170921","366.4800","4610872.0000","374.9000","376.8300","364.5100"
"20170920","373.9100","4909958.0000","373.0000","378.2490","371.0700"
"20170919","375.1000","6435208.0000","380.0000","382.3900","373.5700"
"20170918","385.0000","7177773.0000","380.2500","389.6100","377.6800"
"20170915","379.8100","5407227.0000","374.5100","380.0000","372.7000"
"20170914","377.6400","7170263.0000","364.3300","377.9600","362.6300"
"20170913","366.2300","4171185.0000","363.8200","368.0700","359.5900"
"20170912","362.7500","5966204.0000","364.4900","368.7600","360.4000"
"20170911","363.6900","7651000.0000","351.3500","363.7100","350.0000"
"20170908","343.4000","3261333.0000","348.9900","349.7800","342.3000"
"20170907","350.6100","4235045.0000","345.9800","352.4800","343.4500"
"20170906","344.5300","4082001.0000","349.5000","350.9790","341.5600"
"20170905","349.5900","3836402.0000","353.8000","355.4900","345.8900"
"20170901","355.4000","3048550.0000","356.1200","357.5900","353.6902"
"20170831","355.9000","4063330.0000","353.5500","358.4400","352.8200"
"20170830","353.1800","3404165.0000","349.6700","353.4700","347.0000"
"20170829","347.3600","4069303.0000","339.4800","349.0500","338.7500"
"20170828","345.6600","3746240.0000","347.2800","347.3500","339.7200"
"20170825","348.0500","3475186.0000","354.2400","355.6900","347.3000"
"20170824","352.9300","4571574.0000","352.5200","356.6600","349.7400"
"20170823","352.7700","4941947.0000","338.9900","353.4900","338.3041"
"20170822","341.3500","4314268.0000","341.1300","342.2400","337.3725"
"20170821","337.8600","6489850.0000","345.8200","345.8200","331.8500"
"20170818","347.4600","5390805.0000","352.9100","354.0000","345.8000"
"20170817","351.9200","5010825.0000","361.2100","363.3000","351.5900"
"20170816","362.9100","3406173.0000","363.0000","366.5000","362.5200"
"20170815","362.3300","3084601.0000","365.2000","365.4900","359.3700"
"20170814","363.8000","4507969.0000","364.6300","367.6600","362.6000"
"20170811","357.8700","4357562.0000","356.9700","361.2600","353.6200"
"20170810","355.4000","7063054.0000","361.6000","366.6504","354.6600"
"20170809","363.5300","6881182.0000","361.0000","370.0000","358.9500"
"20170808","365.2200","7431838.0000","357.5300","368.5800","357.4000"
"20170807","355.1700","6309331.0000","357.3500","359.4800","352.7500"
"20170804","356.9100","9233295.0000","347.0000","357.2700","343.3000"
"20170803","347.0900","13524270.0000","345.3300","350.0000","343.1500"
"20170802","325.8900","11942350.0000","318.9400","327.1200","311.2200"
"20170801","319.5700","8284997.0000","323.0000","324.4500","316.1300"
"20170731","323.4700","8525454.0000","335.5000","341.4900","321.0400"
"20170728","335.0700","4869891.0000","336.8900","339.6000","332.5100"
"20170727","334.4600","8285879.0000","346.0000","347.5000","326.2900"
"20170726","343.8500","4809514.0000","340.3600","345.5000","338.1200"
"20170725","339.6000","6977932.0000","345.0000","345.6000","334.1500"
"20170724","342.5200","8598292.0000","330.2400","343.3990","330.0100"
"20170721","328.4000","4871708.0000","329.4600","331.2575","325.8000"
"20170720","329.9200","5142516.0000","326.9000","330.2200","324.2000"
"20170719","325.2600","6345884.0000","328.2300","331.6500","323.2193"
"20170718","328.2400","6360710.0000","317.5000","329.1300","315.6600"
"20170717","319.5700","9827506.0000","325.5400","327.1000","313.4500"
"20170714","327.7800","5607924.0000","323.1900","328.4200","321.2200"
"20170713","323.4100","8582315.0000","330.1100","331.6000","319.9700"
"20170712","329.5200","10317240.0000","330.4000","333.1000","324.5000"
"20170711","327.2200","11526760.0000","316.0000","327.2800","314.3000"
"20170710","316.0500","13760290.0000","312.9000","317.9400","303.1300"
"20170707","313.2200","14129950.0000","313.5000","317.0000","307.3800"
"20170706","308.8300","19258040.0000","317.2600","320.7899","306.3000"
"20170705","327.0900","16998300.0000","347.2000","347.2400","326.3300"
"20170703","352.6200","6305401.0000","370.2400","371.3500","351.5000"
"20170630","361.6100","5823046.0000","363.7100","366.7674","359.6187"
"20170629","360.7500","8202463.0000","370.6100","371.0000","354.1000"
"20170628","371.2400","6290323.0000","366.6800","371.7400","362.5200"
"20170627","362.3700","6977494.0000","376.4000","376.4000","362.0200"
"20170626","377.4900","6596854.0000","386.6900","386.9500","373.1000"
"20170623","383.4500","6425180.0000","382.4500","386.9900","379.3450"
"20170622","382.6100","7510406.0000","377.9900","385.0000","373.5700"
"20170621","376.4000","4916770.0000","374.3500","376.9900","368.0200"
"20170620","372.2400","7419110.0000","376.6700","378.8800","369.7300"
"20170619","369.8000","6433434.0000","375.0000","376.7000","367.8000"
"20170616","371.4000","6347450.0000","377.9750","378.0100","370.1000"
"20170615","375.3400","10412650.0000","372.5000","375.4600","366.4900"
"20170614","380.6600","12778480.0000","381.0850","384.2500","376.3100"
"20170613","375.9500","11773370.0000","367.6200","376.0000","366.6100"
"20170612","359.0100","10507860.0000","357.9900","364.5000","350.6200"
"20170609","357.3200","17250060.0000","374.4200","376.8700","354.8000"
"20170608","370.0000","9028677.0000","363.7500","371.9000","360.2200"
"20170607","359.6500","9348692.0000","356.3400","360.5000","355.1400"
"20170606","352.8500","11031920.0000","344.7000","359.4929","339.9700"
"20170605","347.3200","6769174.0000","338.5000","348.4400","334.2100"
"20170602","339.8500","5583952.0000","339.7700","342.8800","335.9300"
"20170601","340.3700","7601764.0000","344.0000","344.8800","337.2900"
"20170531","341.0100","9937556.0000","337.6900","342.8900","335.1600"
"20170530","335.1000","7771536.0000","326.0000","336.2800","325.7600"
"20170526","325.1400","7793009.0000","317.2800","325.4900","316.3100"
"20170525","316.8300","5000432.0000","311.0200","316.9700","307.8100"
"20170524","310.2200","5035192.0000","306.5100","311.0000","305.4000"
"20170523","303.8600","4314267.0000","310.4600","310.7300","303.4800"
"20170522","310.3500","4324305.0000","312.8000","314.3700","306.8000"
"20170519","310.8300","4654580.0000","315.5000","316.5000","310.2000"
"20170518","313.0600","5609153.0000","307.0000","313.9400","305.3100"
"20170517","306.1100","6695657.0000","314.3900","314.6300","305.5000"
"20170516","317.0100","4141066.0000","317.5900","320.0600","315.1400"
"20170515","315.8800","7606854.0000","318.3800","320.2000","312.5300"
"20170512","324.8100","4118613.0000","325.4800","327.0000","321.5300"
"20170511","323.1000","4747172.0000","323.4000","326.0000","319.6000"
"20170510","325.2200","5734524.0000","321.5600","325.5000","318.1200"
"20170509","321.2600","9663374.0000","309.3800","321.9900","309.1000"
"20170508","307.1900","7002907.0000","310.9000","313.7900","305.8200"
"20170505","308.3500","8117449.0000","298.0000","308.5500","296.8000"
"20170504","295.4600","14135990.0000","307.4350","307.7700","290.7601"
"20170503","311.0200","6879259.0000","317.6700","321.5300","310.4500"
"20170502","318.8900","5316551.0000","324.0000","327.6599","316.5601"
"20170501","322.8300","8819888.0000","314.8800","327.2500","314.8100"
"20170428","314.0700","4496659.0000","309.8300","314.8000","308.0000"
"20170427","308.6300","3462663.0000","311.6900","313.0900","307.5000"
"20170426","310.1700","4683131.0000","312.3700","314.5000","309.0000"
"20170425","313.7900","6734162.0000","308.0000","313.9800","305.8600"
"20170424","308.0300","5077771.0000","309.2200","310.5500","306.0215"
"20170421","305.6000","4501958.0000","302.0000","306.4000","300.4200"
"20170420","302.5100","6145961.0000","306.5100","309.1500","300.2300"
"20170419","305.5200","3891145.0000","302.4600","306.6200","302.1100"
"20170418","300.2500","3034225.0000","299.7000","300.8399","297.9000"
"20170417","301.4400","4128067.0000","302.7000","304.0000","298.6800"
"20170413","304.0000","9275682.0000","296.7000","307.3900","295.3000"
"20170412","296.8400","6043648.0000","306.3400","308.4481","296.3200"
"20170411","308.7100","5718053.0000","313.3800","313.4700","305.5000"
"20170410","312.3900","7653623.0000","309.1500","313.7299","308.7100"
"20170407","302.5400","4566632.0000","297.5000","302.6900","297.1500"
"20170406","298.7000","5517731.0000","296.8800","301.9400","294.1000"
"20170405","295.0000","7858565.0000","302.0400","304.8800","294.2000"
"20170404","303.7000","10108230.0000","296.8900","304.8100","294.5300"
"20170403","298.5200","13864850.0000","286.9000","299.0000","284.5800"
"20170331","278.3000","3293698.0000","278.7300","279.6800","276.3197"
"20170330","277.9200","4141437.0000","278.0400","282.0000","277.2100"
"20170329","277.3800","3672526.0000","278.3400","279.6000","275.5400"
"20170328","277.4500","7978665.0000","277.0200","280.6800","275.0000"
"20170327","270.2200","6221361.0000","260.6000","270.5700","259.7500"
"20170324","263.1600","5637668.0000","255.7000","263.8900","255.0100"
"20170323","254.7800","3309844.0000","255.3900","257.6720","253.3000"
"20170322","255.0100","4056735.0000","251.5600","255.0700","250.5100"
"20170321","250.6800","6901555.0000","262.8300","264.8000","250.2400"
"20170320","261.9200","3601616.0000","260.6000","264.5500","258.8210"
"20170317","261.5000","6491018.0000","264.0000","265.3300","261.2000"
"20170316","262.0500","7127180.0000","262.4000","265.7500","259.0600"
"20170315","255.7300","5233365.0000","257.0000","261.0000","254.2700"
"20170314","258.0000","7581719.0000","246.1100","258.1200","246.0200"
"20170313","246.1700","3011280.0000","244.8200","246.8500","242.7810"
"20170310","243.6900","3062785.0000","246.2100","246.5000","243.0000"
"20170309","244.9000","3876494.0000","247.6300","248.6600","243.0000"
"20170308","246.8700","3726746.0000","247.0000","250.0700","245.3200"
"20170307","248.5900","3452587.0000","251.9200","253.8900","248.3200"
"20170306","251.2100","3353601.0000","247.9100","251.7000","247.5100"
"20170303","251.5700","2925481.0000","250.7400","251.9000","249.0000"
"20170302","250.4800","3345751.0000","249.7100","253.2800","248.2700"
"20170301","250.0200","4804963.0000","254.1800","254.8500","249.1100"
"20170228","249.9900","6073890.0000","244.1900","251.0000","243.9000"
"20170227","246.2300","11450160.0000","248.1700","248.3600","242.0100"
"20170224","257.0000","8166869.0000","252.6600","258.2500","250.2000"
"20170223","255.9900","14877090.0000","264.0000","264.6600","255.5600"
"20170222","273.5100","8537811.0000","280.3100","283.4500","272.6000"
"20170221","277.3900","5647575.0000","275.4500","281.4000","274.0100"
"20170217","272.2300","6251469.0000","265.8000","272.8900","264.1500"
"20170216","268.9500","7063860.0000","277.6000","280.0000","268.5000"
"20170215","279.7600","4943879.0000","280.0000","282.2400","276.4400"
"20170214","280.9800","7341450.0000","279.0300","287.3900","278.6100"
"20170213","280.6000","7023072.0000","270.7400","280.7899","270.5100"
"20170210","269.2300","3618336.0000","269.7900","270.9500","266.1100"
"20170209","269.2000","7812600.0000","266.2500","271.1800","266.1500"
"20170208","262.0800","3912428.0000","257.3500","263.3600","256.2000"
"20170207","257.4800","4244063.0000","258.1900","260.0000","256.4200"
"20170206","257.7700","3557600.0000","251.0000","257.8200","250.6300"
"20170203","251.3300","2185230.0000","251.9100","252.1790","249.6800"
"20170202","251.5500","2498799.0000","248.3400","252.4200","247.7100"
"20170201","249.2400","3953105.0000","253.0500","253.2000","249.0500"
"20170131","251.9300","4112013.0000","249.2400","255.8900","247.7000"
"20170130","250.6300","3798638.0000","252.5300","255.2899","247.1000"
"20170127","252.9500","3161774.0000","251.3800","253.0000","248.5200"
"20170126","252.5100","3143717.0000","254.2900","255.7400","250.7500"
"20170125","254.4700","5145301.0000","257.3100","258.4600","251.8000"
"20170124","254.6100","4958144.0000","250.0000","254.8000","249.6500"
"20170123","248.9200","6262097.0000","245.8500","250.8899","245.5000"
"20170120","244.7300","4199720.0000","245.4600","246.0000","243.0100"
"20170119","243.7600","7717244.0000","247.2500","248.6800","240.7500"
"20170118","238.3600","3767272.0000","236.6500","239.7100","235.5800"
"20170117","235.5800","4614731.0000","236.7000","239.9600","234.3700"
"20170113","237.7500","6085610.0000","230.0000","237.8500","229.5900"
"20170112","229.5900","3787547.0000","229.0600","230.7000","225.5800"
"20170111","229.7300","3649910.0000","229.0700","229.9800","226.6800"
"20170110","229.8700","3658981.0000","232.0000","232.0000","226.8900"
"20170109","231.2800","3972716.0000","228.9700","231.9200","228.0000"
"20170106","229.0100","5524153.0000","226.9300","230.3100","225.4500"
"20170105","226.7500","5908927.0000","226.4200","227.4800","221.9500"
"20170104","226.9900","11204560.0000","214.7500","228.0000","214.3100"
"20170103","216.9900","5901494.0000","214.8600","220.3300","210.9600"
"20161230","213.6900","4641288.0000","216.3000","217.5000","211.6800"
"20161229","214.6800","4043086.0000","218.5600","219.2000","214.1225"
"20161228","219.7400","3778544.0000","221.5300","223.8000","217.2000"
"20161227","219.5300","5913335.0000","214.8800","222.2500","214.4200"
"20161223","213.3400","4668263.0000","208.0000","213.4500","207.7100"
"20161222","208.4500","3108427.0000","208.2200","209.9900","206.5000"
"20161221","207.7000","5206143.0000","208.4500","212.2300","207.4100"
"20161220","208.7900","4684269.0000","203.0500","209.0000","202.5000"
"20161219","202.7300","3486937.0000","202.4900","204.4500","199.8400"
"20161216","202.4900","3795444.0000","198.0800","202.5900","197.6000"
"20161215","197.5800","3218653.0000","198.4100","200.7400","197.3900"
"20161214","198.6900","4147314.0000","198.7400","203.0000","196.7600"
"20161213","198.1500","6819322.0000","193.1800","201.2800","193.0000"
"20161212","192.4300","2436428.0000","192.8000","194.4200","191.0400"
"20161209","192.1800","2720937.0000","190.8700","193.8360","190.8100"
"20161208","192.2900","3193684.0000","192.0500","192.5000","189.5400"
"20161207","193.1500","5457071.0000","186.1500","193.4000","185.0000"
"20161206","185.8500","3389365.0000","185.5200","186.5800","182.6825"
"20161205","186.8000","4069480.0000","182.5100","188.8900","182.5100"
"20161202","181.4700","4040201.0000","182.8800","184.8800","180.0000"
"20161201","181.8800","5119105.0000","188.2500","188.5300","181.0000"
"20161130","189.4000","3544891.0000","191.0000","191.8900","187.5000"
"20161129","189.5700","4435312.0000","195.5600","196.7300","189.5000"
"20161128","196.1200","4521082.0000","195.4800","199.3500","194.5500"
"20161125","196.6500","2366098.0000","193.6400","197.2372","193.6400"
"20161123","193.1400","4890285.0000","190.6100","195.6440","189.0000"
"20161122","191.1700","5601238.0000","185.8400","191.4700","183.7100"
"20161121","184.5200","4355872.0000","185.0400","188.8900","184.4100"
"20161118","185.0200","5206473.0000","190.6500","193.0000","185.0000"
"20161117","188.6600","4880969.0000","183.4900","189.4900","182.1101"
"20161116","183.9300","3432668.0000","182.6500","184.7300","181.2100"
"20161115","183.7700","3899743.0000","182.7800","186.4300","182.0500"
"20161114","181.4500","6547913.0000","188.0000","188.2500","178.1900"
"20161111","188.5600","3987091.0000","184.2400","188.8800","183.0000"
"20161110","185.3500","6746290.0000","191.0500","191.6100","180.4200"
"20161109","190.0600","8166447.0000","186.8750","192.0000","183.9500"
"20161108","194.9400","3252927.0000","193.7900","197.4900","191.2600"
"20161107","193.2100","3857682.0000","193.5900","194.2900","190.0500"
"20161104","190.5600","5143915.0000","189.0000","193.4600","185.9600"
"20161103","187.4200","2644550.0000","189.0000","191.4700","187.0401"
"20161102","188.0200","4242250.0000","190.0500","192.6951","187.5050"
"20161101","190.7900","7023674.0000","198.0400","198.5000","188.1050"
"20161031","197.7300","4691320.0000","202.4900","202.4900","195.8100"
"20161028","199.9700","4273456.0000","204.0000","205.3200","199.8300"
"20161027","204.0100","13070990.0000","211.3400","213.7000","201.6500"
"20161026","202.2400","5346893.0000","201.0000","203.1900","200.1000"
"20161025","202.3400","2442118.0000","202.9000","204.6900","201.2000"
"20161024","202.7600","2747344.0000","201.0000","203.9452","200.2500"
"20161021","200.0900","2936908.0000","198.6000","201.5700","197.4100"
"20161020","199.1000","5069410.0000","202.1200","203.0000","197.0500"
"20161019","203.5600","6966185.0000","199.7400","206.6600","198.0600"
"20161018","199.1000","5676046.0000","195.9900","199.4700","193.2600"
"20161017","193.9600","4518331.0000","197.0500","198.3900","192.0000"
"20161014","196.5100","4265471.0000","200.6600","201.4300","196.3000"
"20161013","200.2400","2495140.0000","200.5000","200.8950","197.0500"
"20161012","201.5100","1969099.0000","200.9500","203.8800","200.4200"
"20161011","200.1000","2326754.0000","201.8500","202.2000","198.3100"
"20161010","200.9500","3311340.0000","201.3500","204.1400","199.6600"
"20161007","196.6100","3489480.0000","201.0000","201.3200","195.8000"
"20161006","201.0000","4697937.0000","202.4600","204.2099","200.2100"
"20161005","208.4600","1872456.0000","212.2400","213.1500","208.1200"
"20161004","211.4100","3537953.0000","213.1000","213.3200","208.8200"
"20161003","213.7000","5989342.0000","212.3000","215.6688","208.2500"
"20160930","204.0300","2581730.0000","202.2100","204.9800","199.5500"
"20160929","200.7000","2714040.0000","205.6000","207.3300","200.5800"
"20160928","206.2700","2079324.0000","207.5100","208.2500","205.2600"
"20160927","205.8100","3367907.0000","209.6500","209.9818","204.6093"
"20160926","208.9900","2393373.0000","206.5000","211.0000","206.5000"
"20160923","207.4500","2904125.0000","205.9900","210.1800","205.6700"
"20160922","206.4300","2381600.0000","206.4000","207.2800","203.0000"
"20160921","205.2200","2631285.0000","206.3700","207.0000","201.5600"
"20160920","204.6400","2408556.0000","206.8500","207.7500","203.9100"
"20160919","206.3400","2298318.0000","207.0000","209.4300","205.0000"
"20160916","205.4000","3104266.0000","200.4200","205.7000","199.0000"
"20160915","200.4200","3082942.0000","196.4900","202.5193","196.4000"
"20160914","196.4100","2256143.0000","195.7500","197.9248","194.8562"
"20160913","196.0500","3583140.0000","197.0600","198.4900","193.4500"
"20160912","198.3000","3714049.0000","195.0000","201.3690","194.1000"
"20160909","194.4700","3753734.0000","199.0900","199.9200","193.7000"
"20160908","197.3600","3372293.0000","199.5500","199.8900","196.3600"
"20160907","201.7100","3637918.0000","205.5000","206.4968","200.7100"
"20160906","202.8300","4386193.0000","199.0200","203.2500","199.0000"
"20160902","197.7800","5970154.0000","202.3300","203.2000","196.2000"
"20160901","200.7700","7932444.0000","209.0100","211.0999","200.5000"
"20160831","212.0100","3274854.0000","210.4300","212.6000","208.6500"
"20160830","211.3400","3164222.0000","216.1100","216.1100","210.5200"
"20160829","215.2000","3261381.0000","220.1500","220.4000","215.0000"
"20160826","219.9900","2238087.0000","222.1400","222.8550","218.8200"
"20160825","220.9600","1760212.0000","223.1100","223.8000","220.7700"
"20160824","222.6200","2566947.0000","227.0500","227.1500","222.2200"
"20160823","224.8400","4747745.0000","224.3200","228.4900","222.8000"
"20160822","222.9300","2061692.0000","224.1700","225.1100","222.6800"
"20160819","225.0000","1658616.0000","223.5400","225.1690","222.5300"
"20160818","223.5100","1699300.0000","223.8200","225.6600","222.2900"
"20160817","223.2400","1786408.0000","224.3300","224.8300","222.8000"
"20160816","223.6100","2251115.0000","225.4900","227.1900","223.4101"
"20160815","225.5900","2017964.0000","226.0200","229.5000","224.9300"
"20160812","225.6100","1811850.0000","225.4100","226.6500","224.0400"
"20160811","224.9100","1876959.0000","226.1700","227.5700","223.4100"
"20160810","225.6500","2336496.0000","228.2400","229.8700","224.6200"
"20160809","229.0800","2199766.0000","226.8200","231.5375","226.6500"
"20160808","226.1600","2259465.0000","228.0000","229.6000","226.0900"
"20160805","230.0300","3190342.0000","230.0000","232.0000","227.4000"
"20160804","230.6100","4142155.0000","225.6900","230.8600","222.0500"
"20160803","225.7900","3808747.0000","227.3700","229.6990","224.2100"
"20160802","227.2000","3928706.0000","229.3700","229.8700","221.4000"
"20160801","230.0100","4014048.0000","235.5000","236.6300","229.3800"
"20160729","234.7900","3061574.0000","230.7000","235.2800","230.2400"
"20160728","230.6100","2415462.0000","227.9500","230.7600","226.6000"
"20160727","228.4900","2887028.0000","229.3400","233.3600","226.9200"
"20160726","229.5100","3427251.0000","227.6900","230.0000","225.3000"
"20160725","230.0100","4479483.0000","222.2700","231.3900","221.3715"
"20160722","222.2700","2570462.0000","221.9900","224.5000","218.8800"
"20160721","220.5000","4425756.0000","226.0000","227.8470","219.1000"
"20160720","228.3600","2556119.0000","226.4700","229.8000","225.0000"
"20160719","225.2600","3047535.0000","225.0000","229.1000","224.7500"
"20160718","226.2500","3394588.0000","219.6400","227.0900","218.3000"
"20160715","220.4000","2230821.0000","222.5200","222.7499","219.6400"
"20160714","221.5300","2657899.0000","223.1200","224.9400","221.0500"
"20160713","222.5300","3540699.0000","225.5000","225.5900","220.2900"
"20160712","224.6500","4573875.0000","224.1000","227.5000","223.2200"
"20160711","224.7800","5369066.0000","219.9600","226.7800","219.5100"
"20160708","216.7800","4067131.0000","217.8000","219.8100","214.5000"
"20160707","215.9400","3603385.0000","213.1000","218.1200","213.0100"
"20160706","214.4400","4910285.0000","210.0000","215.2300","209.0000"
"20160705","213.9800","5169832.0000","209.7300","214.5441","208.0000"
"20160701","216.5000","5396030.0000","206.1400","218.2400","206.0000"
"20160630","212.2800","4794440.0000","212.9700","213.4999","209.0200"
"20160629","210.1900","5987120.0000","205.1300","211.7800","203.0000"
"20160628","201.7900","6158996.0000","201.8900","204.0500","199.4100"
"20160627","198.5500","7211823.0000","190.8600","198.8100","187.8700"
"20160624","193.1500","6988949.0000","190.0500","195.1200","189.7300"
"20160623","196.4000","10098190.0000","195.6900","197.5500","192.1300"
"20160622","196.6600","23706100.0000","199.4700","205.9500","195.7500"
"20160621","219.6100","2855619.0000","220.6800","222.5690","218.8100"
"20160620","219.7000","3549768.0000","219.5000","223.7500","218.2300"
"20160617","215.4700","3107734.0000","217.8100","219.9900","214.5000"
"20160616","217.9300","2438692.0000","217.4200","218.0400","213.5000"
"20160615","217.7000","2905002.0000","216.9500","221.9000","215.1300"
"20160614","214.9600","3575822.0000","218.8800","222.2000","212.5300"
"20160613","217.8700","4187833.0000","219.5000","225.7700","217.6600"
"20160610","218.7900","5994548.0000","227.3900","227.9700","218.4217"
"20160609","229.3600","4454222.0000","234.9800","235.3300","227.0600"
"20160608","235.5200","5965110.0000","233.8000","240.8450","232.6050"
"20160607","232.3400","6194154.0000","222.2400","234.4400","221.5200"
"20160606","220.6800","2242634.0000","218.0000","220.9000","215.4500"
"20160603","218.9900","2226110.0000","220.0000","221.9400","218.0100"
"20160602","218.9600","2017279.0000","219.5900","219.9090","217.1100"
"20160601","219.5600","2982270.0000","221.4800","222.4000","216.8900"
"20160531","223.2300","2786682.0000","223.0400","224.7497","221.5001"
"20160527","223.0400","3645792.0000","224.9900","225.9300","220.7500"
"20160526","225.1200","4066512.0000","220.5000","225.2600","219.0500"
"20160525","219.5800","3131279.0000","217.9100","221.3600","216.5100"
"20160524","217.9100","3009327.0000","216.6000","218.7400","215.1800"
"20160523","216.2200","5096751.0000","219.8700","222.6000","215.8600"
"20160520","220.2800","8996546.0000","216.9900","220.5500","216.3500"
"20160519","215.2100","6817922.0000","213.6200","216.7900","207.3000"
"20160518","211.1700","5552692.0000","209.1500","215.3100","207.7500"
"20160517","204.6600","2842028.0000","209.0500","209.8199","204.0200"
"20160516","208.2900","2945754.0000","208.1500","213.1500","207.9200"
"20160513","207.6100","2820616.0000","207.7800","211.2000","206.7000"
"20160512","207.2800","3650075.0000","211.4400","211.6700","203.6572"
"20160511","208.9600","5159640.0000","207.5900","215.4800","206.0500"
"20160510","208.6900","4068053.0000","207.5500","209.4700","205.0000"
"20160509","208.9200","4772992.0000","215.7200","216.1500","206.8000"
"20160506","214.9300","5683675.0000","210.8700","216.3700","208.1100"
"20160505","211.5300","11248340.0000","228.4600","228.6400","209.7900"
"20160504","222.5600","8550004.0000","230.2900","234.4600","220.4000"
"20160503","232.3200","4296325.0000","237.3600","238.9100","231.6200"
"20160502","241.8000","3838958.0000","241.5000","243.1900","234.8200"
"20160429","240.7600","5405164.0000","248.1400","248.4300","237.8100"
"20160428","247.7100","2515595.0000","249.8500","253.4300","247.4400"
"20160427","251.4700","3198105.0000","252.7500","255.0000","249.4000"
"20160426","253.7400","3217779.0000","252.0500","255.7300","249.3900"
"20160425","251.8200","3665088.0000","253.0100","257.3800","250.7600"
"20160422","253.7500","3783126.0000","248.8900","254.0000","245.7100"
"20160421","248.2900","2777079.0000","248.9900","250.9000","246.9100"
"20160420","249.9700","5192343.0000","246.2600","253.6600","241.5000"
"20160419","247.3700","6351360.0000","253.1200","254.3699","241.2510"
"20160418","253.8800","4263246.0000","252.2300","258.3100","251.6600"
"20160415","254.5100","3748593.0000","251.3100","254.6000","249.1200"
"20160414","251.8600","4129258.0000","253.0000","256.8390","251.0501"
"20160413","254.5300","4921554.0000","248.5100","255.5000","247.3300"
"20160412","247.8200","5755351.0000","249.5000","251.8000","243.6300"
"20160411","249.9200","9156404.0000","251.0000","258.9900","245.3000"
"20160408","250.0700","7352707.0000","260.5000","260.8200","248.0201"
"20160407","257.2000","8845567.0000","266.4500","269.3400","254.5100"
"20160406","265.4200","11695760.0000","253.9700","267.7400","253.4500"
"20160405","255.4700","9931470.0000","240.5000","256.5600","240.0000"
"20160404","246.9900","13381160.0000","249.1200","252.1200","243.6400"
"20160401","237.5900","15979910.0000","244.8250","247.9000","233.2500"
"20160331","229.7700","7975638.0000","229.3400","237.4200","225.0100"
"20160330","226.8900","4025670.0000","235.0900","235.5000","226.5000"
"20160329","230.1300","4006037.0000","229.8900","232.3800","225.3300"
"20160328","230.2600","3878599.0000","231.6100","234.8100","225.0000"
"20160324","227.7500","4956604.0000","215.7800","228.8877","215.0000"
"20160323","222.5800","4936203.0000","232.3700","234.7300","222.0300"
"20160322","234.2400","4303052.0000","237.2100","238.9900","232.5580"
"20160321","238.3200","5289014.0000","235.3400","239.8800","235.0000"
"20160318","232.7400","4704761.0000","229.1000","234.4800","228.0600"
"20160317","226.3800","3769083.0000","221.4700","228.5000","220.0000"
"20160316","221.9300","3511873.0000","218.0000","222.5800","217.0200"
"20160315","218.3400","3133230.0000","214.2700","218.9700","211.5000"
"20160314","215.1500","4062304.0000","212.6500","216.7200","210.6400"
"20160311","207.5000","3339148.0000","207.9300","209.4200","205.3300"
"20160310","205.1800","5191602.0000","210.0000","213.2900","200.6710"
"20160309","208.7200","3207597.0000","204.5200","209.3726","202.7900"
"20160308","202.6000","4175498.0000","203.5000","207.5000","202.2000"
"20160307","205.2900","5331097.0000","197.6800","209.7000","197.4000"
"20160304","201.0400","6479858.0000","198.0000","204.0300","197.5001"
"20160303","195.7400","4822993.0000","188.2800","197.4200","184.2200"
"20160302","188.3400","4858631.0000","183.7300","188.5200","181.5000"
"20160301","186.3500","6695704.0000","194.2500","195.9484","182.7000"
"20160229","191.9300","4495402.0000","192.4000","196.3500","189.2220"
"20160226","190.3400","6054061.0000","188.7000","192.0000","185.0000"
"20160225","187.4300","5727008.0000","178.6500","188.5192","175.2000"
"20160224","179.0000","5385369.0000","172.7500","179.5000","167.8400"
"20160223","177.2100","5982993.0000","176.1600","181.7300","173.6800"
"20160222","177.7400","5055340.0000","170.1200","178.9100","169.8500"
"20160219","166.5800","2955832.0000","163.6600","167.4900","162.5000"
"20160218","166.7700","3883107.0000","172.4200","172.9500","164.7700"
"20160217","168.6800","5820264.0000","159.0000","169.3400","156.6800"
"20160216","155.1700","5561638.0000","158.7000","162.9500","154.1100"
"20160212","151.0400","7233264.0000","155.0000","157.0100","143.7000"
"20160211","150.4700","14236900.0000","152.0000","163.2600","147.0000"
"20160210","143.6700","10104690.0000","150.5000","154.9700","141.7400"
"20160209","148.2500","8639661.0000","142.3200","159.7900","141.0500"
"20160208","147.9900","9306754.0000","157.1050","157.1500","146.0000"
"20160205","162.6000","9434495.0000","171.3000","173.0000","157.7442"
"20160204","175.3300","4379442.0000","170.7000","175.9800","166.9900"
"20160203","173.4800","7927640.0000","183.5900","183.9400","170.1800"
"20160202","182.7800","5764817.0000","192.4200","193.1200","180.2300"
"20160201","196.9400","5295685.0000","188.7600","199.5200","182.7500"
"20160129","191.2000","2848929.0000","189.9500","193.7400","188.0800"
"20160128","189.7000","4586328.0000","190.7900","191.2800","182.4100"
"20160127","188.0700","3577353.0000","192.3800","193.2600","185.7700"
"20160126","193.5600","4956918.0000","196.7000","197.8200","188.8800"
"20160125","196.3800","2695408.0000","200.0600","203.5700","195.8800"
"20160122","202.5500","3122066.0000","204.8010","205.5000","199.0300"
"20160121","199.9700","3164424.0000","201.5500","203.2300","195.0200"
"20160120","198.7000","5826110.0000","199.4000","201.2800","191.2500"
